label,coordinate_x,coordinate_y,orientation_z,orientation_w
corner1,0.051770143661215295,-0.08695715598209909,-0.002323244240178813,0.9999973012644586
corner2,-0.4649077029003279,-0.10130835140665742,-0.9997690962613273,0.021488465762099188
corner3,-0.7793350656341772,-1.134646684716308,0.02880699171469723,0.9995849924985616
